ID Year,Year,ID Race,Race,Household Income by Race,Household Income by Race Moe,Geography,CensusTractNo,County,State,ID Geography,Geoid10
2015,2015,0,Total,34271,5297,"Census Tract 4802, Cook County, IL",4802,Cook County,IL,14000US17031480200,17031480200
2015,2015,0,Total,22177,4895,"Census Tract 2519, Cook County, IL",2519,Cook County,IL,14000US17031251900,17031251900
2015,2015,0,Total,21958,4578,"Census Tract 2518, Cook County, IL",2518,Cook County,IL,14000US17031251800,17031251800
2015,2015,0,Total,53352,19698,"Census Tract 4803, Cook County, IL",4803,Cook County,IL,14000US17031480300,17031480300
2015,2015,0,Total,26950,5012,"Census Tract 2517, Cook County, IL",2517,Cook County,IL,14000US17031251700,17031251700
2015,2015,0,Total,33912,7688,"Census Tract 2516, Cook County, IL",2516,Cook County,IL,14000US17031251600,17031251600
2015,2015,0,Total,35461,8301,"Census Tract 8344, Cook County, IL",8344,Cook County,IL,14000US17031834400,17031834400
2015,2015,0,Total,50774,5109,"Census Tract 4804, Cook County, IL",4804,Cook County,IL,14000US17031480400,17031480400
2015,2015,0,Total,25069,11203,"Census Tract 2515, Cook County, IL",2515,Cook County,IL,14000US17031251500,17031251500
2015,2015,0,Total,28556,5182,"Census Tract 2514, Cook County, IL",2514,Cook County,IL,14000US17031251400,17031251400
2015,2015,0,Total,30653,3533,"Census Tract 2513, Cook County, IL",2513,Cook County,IL,14000US17031251300,17031251300
2015,2015,0,Total,48375,11953,"Census Tract 4805, Cook County, IL",4805,Cook County,IL,14000US17031480500,17031480500
2015,2015,0,Total,45125,8630,"Census Tract 2512, Cook County, IL",2512,Cook County,IL,14000US17031251200,17031251200
2015,2015,0,Total,26250,8144,"Census Tract 8345, Cook County, IL",8345,Cook County,IL,14000US17031834500,17031834500
2015,2015,0,Total,48617,12814,"Census Tract 7608.01, Cook County, IL",7608.01,Cook County,IL,14000US17031760801,17031760801
2015,2015,0,Total,48063,10971,"Census Tract 4903, Cook County, IL",4903,Cook County,IL,14000US17031490300,17031490300
2015,2015,0,Total,23816,6669,"Census Tract 2511, Cook County, IL",2511,Cook County,IL,14000US17031251100,17031251100
2015,2015,0,Total,26979,7468,"Census Tract 2510, Cook County, IL",2510,Cook County,IL,14000US17031251000,17031251000
2015,2015,0,Total,56447,16883,"Census Tract 4904, Cook County, IL",4904,Cook County,IL,14000US17031490400,17031490400
2015,2015,0,Total,36402,6813,"Census Tract 2508, Cook County, IL",2508,Cook County,IL,14000US17031250800,17031250800
2015,2015,0,Total,28507,3780,"Census Tract 2507, Cook County, IL",2507,Cook County,IL,14000US17031250700,17031250700
2015,2015,0,Total,21125,10510,"Census Tract 8346, Cook County, IL",8346,Cook County,IL,14000US17031834600,17031834600
2015,2015,0,Total,50846,6318,"Census Tract 4905, Cook County, IL",4905,Cook County,IL,14000US17031490500,17031490500
2015,2015,0,Total,46715,8904,"Census Tract 2506, Cook County, IL",2506,Cook County,IL,14000US17031250600,17031250600
2015,2015,0,Total,64275,10874,"Census Tract 2505, Cook County, IL",2505,Cook County,IL,14000US17031250500,17031250500
2015,2015,0,Total,33024,6245,"Census Tract 2504, Cook County, IL",2504,Cook County,IL,14000US17031250400,17031250400
2015,2015,0,Total,50917,17019,"Census Tract 4906, Cook County, IL",4906,Cook County,IL,14000US17031490600,17031490600
2015,2015,0,Total,31943,7364,"Census Tract 2503, Cook County, IL",2503,Cook County,IL,14000US17031250300,17031250300
2015,2015,0,Total,23705,2956,"Census Tract 8347, Cook County, IL",8347,Cook County,IL,14000US17031834700,17031834700
2015,2015,0,Total,44383,13626,"Census Tract 7506, Cook County, IL",7506,Cook County,IL,14000US17031750600,17031750600
2015,2015,0,Total,35504,4751,"Census Tract 4907, Cook County, IL",4907,Cook County,IL,14000US17031490700,17031490700
2015,2015,0,Total,38250,11037,"Census Tract 2502, Cook County, IL",2502,Cook County,IL,14000US17031250200,17031250200
2015,2015,0,Total,91036,18269,"Census Tract 2435, Cook County, IL",2435,Cook County,IL,14000US17031243500,17031243500
2015,2015,0,Total,41848,6272,"Census Tract 4908, Cook County, IL",4908,Cook County,IL,14000US17031490800,17031490800
2015,2015,0,Total,77589,12807,"Census Tract 2434, Cook County, IL",2434,Cook County,IL,14000US17031243400,17031243400
2015,2015,0,Total,70890,6201,"Census Tract 2433, Cook County, IL",2433,Cook County,IL,14000US17031243300,17031243300
2015,2015,0,Total,22556,5983,"Census Tract 8348, Cook County, IL",8348,Cook County,IL,14000US17031834800,17031834800
2015,2015,0,Total,38188,6591,"Census Tract 4909.01, Cook County, IL",4909.01,Cook County,IL,14000US17031490901,17031490901
2015,2015,0,Total,97283,19324,"Census Tract 2432, Cook County, IL",2432,Cook County,IL,14000US17031243200,17031243200
2015,2015,0,Total,86250,6115,"Census Tract 2431, Cook County, IL",2431,Cook County,IL,14000US17031243100,17031243100
2015,2015,0,Total,66635,9436,"Census Tract 2430, Cook County, IL",2430,Cook County,IL,14000US17031243000,17031243000
2015,2015,0,Total,41119,4860,"Census Tract 4909.02, Cook County, IL",4909.02,Cook County,IL,14000US17031490902,17031490902
2015,2015,0,Total,62750,7155,"Census Tract 2429, Cook County, IL",2429,Cook County,IL,14000US17031242900,17031242900
2015,2015,0,Total,20259,4592,"Census Tract 8349, Cook County, IL",8349,Cook County,IL,14000US17031834900,17031834900
2015,2015,0,Total,55128,17027,"Census Tract 7505, Cook County, IL",7505,Cook County,IL,14000US17031750500,17031750500
2015,2015,0,Total,23934,4842,"Census Tract 4910, Cook County, IL",4910,Cook County,IL,14000US17031491000,17031491000
2015,2015,0,Total,62778,12548,"Census Tract 2428, Cook County, IL",2428,Cook County,IL,14000US17031242800,17031242800
2015,2015,0,Total,26141,6903,"Census Tract 2427, Cook County, IL",2427,Cook County,IL,14000US17031242700,17031242700
2015,2015,0,Total,45190,7381,"Census Tract 4911, Cook County, IL",4911,Cook County,IL,14000US17031491100,17031491100
2015,2015,0,Total,50833,8801,"Census Tract 2426, Cook County, IL",2426,Cook County,IL,14000US17031242600,17031242600
2015,2015,0,Total,55074,10978,"Census Tract 2425, Cook County, IL",2425,Cook County,IL,14000US17031242500,17031242500
2015,2015,0,Total,26013,3901,"Census Tract 8350, Cook County, IL",8350,Cook County,IL,14000US17031835000,17031835000
2015,2015,0,Total,38683,8064,"Census Tract 4912, Cook County, IL",4912,Cook County,IL,14000US17031491200,17031491200
2015,2015,0,Total,70242,8581,"Census Tract 2424, Cook County, IL",2424,Cook County,IL,14000US17031242400,17031242400
2015,2015,0,Total,73750,10198,"Census Tract 2423, Cook County, IL",2423,Cook County,IL,14000US17031242300,17031242300
2015,2015,0,Total,77143,11341,"Census Tract 2422, Cook County, IL",2422,Cook County,IL,14000US17031242200,17031242200
2015,2015,0,Total,22054,5864,"Census Tract 4913, Cook County, IL",4913,Cook County,IL,14000US17031491300,17031491300
2015,2015,0,Total,105217,17023,"Census Tract 2421, Cook County, IL",2421,Cook County,IL,14000US17031242100,17031242100
2015,2015,0,Total,38400,5713,"Census Tract 8351, Cook County, IL",8351,Cook County,IL,14000US17031835100,17031835100
2015,2015,0,Total,84400,9985,"Census Tract 7504, Cook County, IL",7504,Cook County,IL,14000US17031750400,17031750400
2015,2015,0,Total,25904,4178,"Census Tract 4914, Cook County, IL",4914,Cook County,IL,14000US17031491400,17031491400
2015,2015,0,Total,61082,10213,"Census Tract 2420, Cook County, IL",2420,Cook County,IL,14000US17031242000,17031242000
2015,2015,0,Total,75129,11265,"Census Tract 2416, Cook County, IL",2416,Cook County,IL,14000US17031241600,17031241600
2015,2015,0,Total,41425,9358,"Census Tract 5001, Cook County, IL",5001,Cook County,IL,14000US17031500100,17031500100
2015,2015,0,Total,82050,14025,"Census Tract 2415, Cook County, IL",2415,Cook County,IL,14000US17031241500,17031241500
2015,2015,0,Total,97353,22630,"Census Tract 2414, Cook County, IL",2414,Cook County,IL,14000US17031241400,17031241400
2015,2015,0,Total,41850,6583,"Census Tract 8352, Cook County, IL",8352,Cook County,IL,14000US17031835200,17031835200
2015,2015,0,Total,30341,9786,"Census Tract 5002, Cook County, IL",5002,Cook County,IL,14000US17031500200,17031500200
2015,2015,0,Total,106726,11366,"Census Tract 2413, Cook County, IL",2413,Cook County,IL,14000US17031241300,17031241300
2015,2015,0,Total,73750,20295,"Census Tract 2412, Cook County, IL",2412,Cook County,IL,14000US17031241200,17031241200
2015,2015,0,Total,61951,16062,"Census Tract 2411, Cook County, IL",2411,Cook County,IL,14000US17031241100,17031241100
2015,2015,0,Total,33836,6807,"Census Tract 5003, Cook County, IL",5003,Cook County,IL,14000US17031500300,17031500300
2015,2015,0,Total,45357,11330,"Census Tract 2410, Cook County, IL",2410,Cook County,IL,14000US17031241000,17031241000
2015,2015,0,Total,15000,5357,"Census Tract 8355, Cook County, IL",8355,Cook County,IL,14000US17031835500,17031835500
2015,2015,0,Total,86176,10003,"Census Tract 7503, Cook County, IL",7503,Cook County,IL,14000US17031750300,17031750300
2015,2015,0,Total,35262,8425,"Census Tract 5101, Cook County, IL",5101,Cook County,IL,14000US17031510100,17031510100
2015,2015,0,Total,40972,12576,"Census Tract 2409, Cook County, IL",2409,Cook County,IL,14000US17031240900,17031240900
2015,2015,0,Total,37260,8815,"Census Tract 2408, Cook County, IL",2408,Cook County,IL,14000US17031240800,17031240800
2015,2015,0,Total,42253,8088,"Census Tract 5102, Cook County, IL",5102,Cook County,IL,14000US17031510200,17031510200
2015,2015,0,Total,49643,16959,"Census Tract 2407, Cook County, IL",2407,Cook County,IL,14000US17031240700,17031240700
2015,2015,0,Total,92857,26358,"Census Tract 2406, Cook County, IL",2406,Cook County,IL,14000US17031240600,17031240600
2015,2015,0,Total,21909,5635,"Census Tract 8356, Cook County, IL",8356,Cook County,IL,14000US17031835600,17031835600
2015,2015,0,Total,36192,4339,"Census Tract 5103, Cook County, IL",5103,Cook County,IL,14000US17031510300,17031510300
2015,2015,0,Total,117266,15908,"Census Tract 2405, Cook County, IL",2405,Cook County,IL,14000US17031240500,17031240500
2015,2015,0,Total,105536,13174,"Census Tract 2403, Cook County, IL",2403,Cook County,IL,14000US17031240300,17031240300
2015,2015,0,Total,107750,14615,"Census Tract 2402, Cook County, IL",2402,Cook County,IL,14000US17031240200,17031240200
2015,2015,0,Total,36164,7008,"Census Tract 5201, Cook County, IL",5201,Cook County,IL,14000US17031520100,17031520100
2015,2015,0,Total,25553,6288,"Census Tract 2315, Cook County, IL",2315,Cook County,IL,14000US17031231500,17031231500
2015,2015,0,Total,5000,2597,"Census Tract 8357, Cook County, IL",8357,Cook County,IL,14000US17031835700,17031835700
2015,2015,0,Total,60403,12513,"Census Tract 7502, Cook County, IL",7502,Cook County,IL,14000US17031750200,17031750200
2015,2015,0,Total,35667,5251,"Census Tract 5202, Cook County, IL",5202,Cook County,IL,14000US17031520200,17031520200
2015,2015,0,Total,24950,6756,"Census Tract 2312, Cook County, IL",2312,Cook County,IL,14000US17031231200,17031231200
2015,2015,0,Total,32143,4163,"Census Tract 2311, Cook County, IL",2311,Cook County,IL,14000US17031231100,17031231100
2015,2015,0,Total,42527,7461,"Census Tract 5203, Cook County, IL",5203,Cook County,IL,14000US17031520300,17031520300
2015,2015,0,Total,54236,10890,"Census Tract 8358, Cook County, IL",8358,Cook County,IL,14000US17031835800,17031835800
2015,2015,0,Total,35656,5078,"Census Tract 2309, Cook County, IL",2309,Cook County,IL,14000US17031230900,17031230900
2015,2015,0,Total,59712,19428,"Census Tract 2308, Cook County, IL",2308,Cook County,IL,14000US17031230800,17031230800
2015,2015,0,Total,46778,4959,"Census Tract 5204, Cook County, IL",5204,Cook County,IL,14000US17031520400,17031520400
2015,2015,0,Total,33060,4196,"Census Tract 2307, Cook County, IL",2307,Cook County,IL,14000US17031230700,17031230700
2015,2015,0,Total,31334,4170,"Census Tract 2306, Cook County, IL",2306,Cook County,IL,14000US17031230600,17031230600
2015,2015,0,Total,20000,3254,"Census Tract 8359, Cook County, IL",8359,Cook County,IL,14000US17031835900,17031835900
2015,2015,0,Total,63727,11933,"Census Tract 5205, Cook County, IL",5205,Cook County,IL,14000US17031520500,17031520500
2015,2015,0,Total,27235,4297,"Census Tract 2305, Cook County, IL",2305,Cook County,IL,14000US17031230500,17031230500
2015,2015,0,Total,48636,20117,"Census Tract 2304, Cook County, IL",2304,Cook County,IL,14000US17031230400,17031230400
2015,2015,0,Total,40000,16614,"Census Tract 7501, Cook County, IL",7501,Cook County,IL,14000US17031750100,17031750100
2015,2015,0,Total,39537,2829,"Census Tract 5206, Cook County, IL",5206,Cook County,IL,14000US17031520600,17031520600
2015,2015,0,Total,41146,13953,"Census Tract 2303, Cook County, IL",2303,Cook County,IL,14000US17031230300,17031230300
2015,2015,0,Total,38750,12346,"Census Tract 2302, Cook County, IL",2302,Cook County,IL,14000US17031230200,17031230200
2015,2015,0,Total,22577,2527,"Census Tract 5301, Cook County, IL",5301,Cook County,IL,14000US17031530100,17031530100
2015,2015,0,Total,53000,7243,"Census Tract 8360, Cook County, IL",8360,Cook County,IL,14000US17031836000,17031836000
2015,2015,0,Total,38792,6041,"Census Tract 2301, Cook County, IL",2301,Cook County,IL,14000US17031230100,17031230100
2015,2015,0,Total,45000,9154,"Census Tract 2229, Cook County, IL",2229,Cook County,IL,14000US17031222900,17031222900
2015,2015,0,Total,25590,5319,"Census Tract 5302, Cook County, IL",5302,Cook County,IL,14000US17031530200,17031530200
2015,2015,0,Total,26701,4310,"Census Tract 2228, Cook County, IL",2228,Cook County,IL,14000US17031222800,17031222800
2015,2015,0,Total,53611,8826,"Census Tract 2227, Cook County, IL",2227,Cook County,IL,14000US17031222700,17031222700
2015,2015,0,Total,20774,7767,"Census Tract 8361, Cook County, IL",8361,Cook County,IL,14000US17031836100,17031836100
2015,2015,0,Total,40625,17100,"Census Tract 5303, Cook County, IL",5303,Cook County,IL,14000US17031530300,17031530300
2015,2015,0,Total,51544,10524,"Census Tract 2226, Cook County, IL",2226,Cook County,IL,14000US17031222600,17031222600
2015,2015,0,Total,45817,6406,"Census Tract 2225, Cook County, IL",2225,Cook County,IL,14000US17031222500,17031222500
2015,2015,0,Total,80765,10473,"Census Tract 7404, Cook County, IL",7404,Cook County,IL,14000US17031740400,17031740400
2015,2015,0,Total,55781,22746,"Census Tract 5304, Cook County, IL",5304,Cook County,IL,14000US17031530400,17031530400
2015,2015,0,Total,131471,10983,"Census Tract 2222, Cook County, IL",2222,Cook County,IL,14000US17031222200,17031222200
2015,2015,0,Total,80398,16157,"Census Tract 2216, Cook County, IL",2216,Cook County,IL,14000US17031221600,17031221600
2015,2015,0,Total,40446,8914,"Census Tract 5305.01, Cook County, IL",5305.01,Cook County,IL,14000US17031530501,17031530501
2015,2015,0,Total,64333,25284,"Census Tract 8362, Cook County, IL",8362,Cook County,IL,14000US17031836200,17031836200
2015,2015,0,Total,38784,8221,"Census Tract 2215, Cook County, IL",2215,Cook County,IL,14000US17031221500,17031221500
2015,2015,0,Total,63261,8921,"Census Tract 2214, Cook County, IL",2214,Cook County,IL,14000US17031221400,17031221400
2015,2015,0,Total,32250,9650,"Census Tract 5305.02, Cook County, IL",5305.02,Cook County,IL,14000US17031530502,17031530502
2015,2015,0,Total,50375,6076,"Census Tract 2213, Cook County, IL",2213,Cook County,IL,14000US17031221300,17031221300
2015,2015,0,Total,59522,10222,"Census Tract 2212, Cook County, IL",2212,Cook County,IL,14000US17031221200,17031221200
2015,2015,0,Total,57500,12418,"Census Tract 8363, Cook County, IL",8363,Cook County,IL,14000US17031836300,17031836300
2015,2015,0,Total,39489,10359,"Census Tract 5305.03, Cook County, IL",5305.03,Cook County,IL,14000US17031530503,17031530503
2015,2015,0,Total,40254,6562,"Census Tract 2211, Cook County, IL",2211,Cook County,IL,14000US17031221100,17031221100
2015,2015,0,Total,33090,4694,"Census Tract 2210, Cook County, IL",2210,Cook County,IL,14000US17031221000,17031221000
2015,2015,0,Total,94583,12566,"Census Tract 7403, Cook County, IL",7403,Cook County,IL,14000US17031740300,17031740300
2015,2015,0,Total,22344,8596,"Census Tract 5306, Cook County, IL",5306,Cook County,IL,14000US17031530600,17031530600
2015,2015,0,Total,47627,13800,"Census Tract 2209.02, Cook County, IL",2209.02,Cook County,IL,14000US17031220902,17031220902
2015,2015,0,Total,34167,18536,"Census Tract 2209.01, Cook County, IL",2209.01,Cook County,IL,14000US17031220901,17031220901
2015,2015,0,Total,14943,3273,"Census Tract 5401.01, Cook County, IL",5401.01,Cook County,IL,14000US17031540101,17031540101
2015,2015,0,Total,33718,4822,"Census Tract 8364, Cook County, IL",8364,Cook County,IL,14000US17031836400,17031836400
2015,2015,0,Total,45472,8644,"Census Tract 2207.02, Cook County, IL",2207.02,Cook County,IL,14000US17031220702,17031220702
2015,2015,0,Total,52500,5098,"Census Tract 2207.01, Cook County, IL",2207.01,Cook County,IL,14000US17031220701,17031220701
2015,2015,0,Total,14850,4318,"Census Tract 5401.02, Cook County, IL",5401.02,Cook County,IL,14000US17031540102,17031540102
2015,2015,0,Total,40268,8415,"Census Tract 2206.02, Cook County, IL",2206.02,Cook County,IL,14000US17031220602,17031220602
2015,2015,0,Total,52625,11965,"Census Tract 2206.01, Cook County, IL",2206.01,Cook County,IL,14000US17031220601,17031220601
2015,2015,0,Total,26929,3098,"Census Tract 8365, Cook County, IL",8365,Cook County,IL,14000US17031836500,17031836500
2015,2015,0,Total,42447,12524,"Census Tract 5501, Cook County, IL",5501,Cook County,IL,14000US17031550100,17031550100
2015,2015,0,Total,65688,8830,"Census Tract 2205, Cook County, IL",2205,Cook County,IL,14000US17031220500,17031220500
2015,2015,0,Total,77639,10555,"Census Tract 2204, Cook County, IL",2204,Cook County,IL,14000US17031220400,17031220400
2015,2015,0,Total,92764,19976,"Census Tract 7402, Cook County, IL",7402,Cook County,IL,14000US17031740200,17031740200
2015,2015,0,Total,66583,12781,"Census Tract 5502, Cook County, IL",5502,Cook County,IL,14000US17031550200,17031550200
2015,2015,0,Total,80764,11958,"Census Tract 2203, Cook County, IL",2203,Cook County,IL,14000US17031220300,17031220300
2015,2015,0,Total,50031,16764,"Census Tract 2109, Cook County, IL",2109,Cook County,IL,14000US17031210900,17031210900
2015,2015,0,Total,56000,10145,"Census Tract 5601, Cook County, IL",5601,Cook County,IL,14000US17031560100,17031560100
2015,2015,0,Total,39107,12716,"Census Tract 8366, Cook County, IL",8366,Cook County,IL,14000US17031836600,17031836600
2015,2015,0,Total,53173,10602,"Census Tract 2108, Cook County, IL",2108,Cook County,IL,14000US17031210800,17031210800
2015,2015,0,Total,44679,7574,"Census Tract 2107, Cook County, IL",2107,Cook County,IL,14000US17031210700,17031210700
2015,2015,0,Total,43207,16362,"Census Tract 5602, Cook County, IL",5602,Cook County,IL,14000US17031560200,17031560200
2015,2015,0,Total,43778,10198,"Census Tract 2106.02, Cook County, IL",2106.02,Cook County,IL,14000US17031210602,17031210602
2015,2015,0,Total,53250,9129,"Census Tract 2106.01, Cook County, IL",2106.01,Cook County,IL,14000US17031210601,17031210601
2015,2015,0,Total,26544,4888,"Census Tract 8367, Cook County, IL",8367,Cook County,IL,14000US17031836700,17031836700
2015,2015,0,Total,54120,8301,"Census Tract 5603, Cook County, IL",5603,Cook County,IL,14000US17031560300,17031560300
2015,2015,0,Total,31000,9012,"Census Tract 2105.02, Cook County, IL",2105.02,Cook County,IL,14000US17031210502,17031210502
2015,2015,0,Total,41829,4910,"Census Tract 2105.01, Cook County, IL",2105.01,Cook County,IL,14000US17031210501,17031210501
2015,2015,0,Total,86746,8950,"Census Tract 7401, Cook County, IL",7401,Cook County,IL,14000US17031740100,17031740100
2015,2015,0,Total,44400,7493,"Census Tract 5604, Cook County, IL",5604,Cook County,IL,14000US17031560400,17031560400
2015,2015,0,Total,38665,5366,"Census Tract 2104, Cook County, IL",2104,Cook County,IL,14000US17031210400,17031210400
2015,2015,0,Total,42428,16365,"Census Tract 2101, Cook County, IL",2101,Cook County,IL,14000US17031210100,17031210100
2015,2015,0,Total,53600,12231,"Census Tract 5607, Cook County, IL",5607,Cook County,IL,14000US17031560700,17031560700
2015,2015,0,Total,11967,4682,"Census Tract 8368, Cook County, IL",8368,Cook County,IL,14000US17031836800,17031836800
2015,2015,0,Total,48039,12185,"Census Tract 2004.02, Cook County, IL",2004.02,Cook County,IL,14000US17031200402,17031200402
2015,2015,0,Total,36190,3247,"Census Tract 2004.01, Cook County, IL",2004.01,Cook County,IL,14000US17031200401,17031200401
2015,2015,0,Total,61714,10005,"Census Tract 5608, Cook County, IL",5608,Cook County,IL,14000US17031560800,17031560800
2015,2015,0,Total,40603,6431,"Census Tract 2003, Cook County, IL",2003,Cook County,IL,14000US17031200300,17031200300
2015,2015,0,Total,36416,4884,"Census Tract 2002, Cook County, IL",2002,Cook County,IL,14000US17031200200,17031200200
2015,2015,0,Total,35568,20586,"Census Tract 8369, Cook County, IL",8369,Cook County,IL,14000US17031836900,17031836900
2015,2015,0,Total,76154,9016,"Census Tract 5609, Cook County, IL",5609,Cook County,IL,14000US17031560900,17031560900
2015,2015,0,Total,47883,12383,"Census Tract 2001, Cook County, IL",2001,Cook County,IL,14000US17031200100,17031200100
2015,2015,0,Total,40943,7043,"Census Tract 1913.02, Cook County, IL",1913.02,Cook County,IL,14000US17031191302,17031191302
2015,2015,0,Total,43309,11624,"Census Tract 7307, Cook County, IL",7307,Cook County,IL,14000US17031730700,17031730700
2015,2015,0,Total,66386,11014,"Census Tract 5610, Cook County, IL",5610,Cook County,IL,14000US17031561000,17031561000
2015,2015,0,Total,37760,5800,"Census Tract 1913.01, Cook County, IL",1913.01,Cook County,IL,14000US17031191301,17031191301
2015,2015,0,Total,36250,6486,"Census Tract 1912, Cook County, IL",1912,Cook County,IL,14000US17031191200,17031191200
2015,2015,0,Total,76774,17465,"Census Tract 5611, Cook County, IL",5611,Cook County,IL,14000US17031561100,17031561100
2015,2015,0,Total,23964,6355,"Census Tract 8370, Cook County, IL",8370,Cook County,IL,14000US17031837000,17031837000
2015,2015,0,Total,45200,5202,"Census Tract 1911, Cook County, IL",1911,Cook County,IL,14000US17031191100,17031191100
2015,2015,0,Total,42935,8530,"Census Tract 1910, Cook County, IL",1910,Cook County,IL,14000US17031191000,17031191000
2015,2015,0,Total,51719,17478,"Census Tract 5701, Cook County, IL",5701,Cook County,IL,14000US17031570100,17031570100
2015,2015,0,Total,38571,23657,"Census Tract 1909, Cook County, IL",1909,Cook County,IL,14000US17031190900,17031190900
2015,2015,0,Total,40612,8290,"Census Tract 1908, Cook County, IL",1908,Cook County,IL,14000US17031190800,17031190800
2015,2015,0,Total,23824,7172,"Census Tract 8371, Cook County, IL",8371,Cook County,IL,14000US17031837100,17031837100
2015,2015,0,Total,41607,20671,"Census Tract 5702, Cook County, IL",5702,Cook County,IL,14000US17031570200,17031570200
2015,2015,0,Total,41000,6030,"Census Tract 1907.02, Cook County, IL",1907.02,Cook County,IL,14000US17031190702,17031190702
2015,2015,0,Total,39958,6062,"Census Tract 1907.01, Cook County, IL",1907.01,Cook County,IL,14000US17031190701,17031190701
2015,2015,0,Total,49732,16825,"Census Tract 7306, Cook County, IL",7306,Cook County,IL,14000US17031730600,17031730600
2015,2015,0,Total,44029,4397,"Census Tract 5703, Cook County, IL",5703,Cook County,IL,14000US17031570300,17031570300
2015,2015,0,Total,48361,5375,"Census Tract 1906.02, Cook County, IL",1906.02,Cook County,IL,14000US17031190602,17031190602
2015,2015,0,Total,44495,10446,"Census Tract 1906.01, Cook County, IL",1906.01,Cook County,IL,14000US17031190601,17031190601
2015,2015,0,Total,43143,10747,"Census Tract 5704, Cook County, IL",5704,Cook County,IL,14000US17031570400,17031570400
2015,2015,0,Total,23900,9332,"Census Tract 8373, Cook County, IL",8373,Cook County,IL,14000US17031837300,17031837300
2015,2015,0,Total,42138,7528,"Census Tract 1904.02, Cook County, IL",1904.02,Cook County,IL,14000US17031190402,17031190402
2015,2015,0,Total,50350,11546,"Census Tract 1904.01, Cook County, IL",1904.01,Cook County,IL,14000US17031190401,17031190401
2015,2015,0,Total,43393,4538,"Census Tract 5705, Cook County, IL",5705,Cook County,IL,14000US17031570500,17031570500
2015,2015,0,Total,45234,7106,"Census Tract 1903, Cook County, IL",1903,Cook County,IL,14000US17031190300,17031190300
2015,2015,0,Total,51921,5962,"Census Tract 1902, Cook County, IL",1902,Cook County,IL,14000US17031190200,17031190200
2015,2015,0,Total,29375,14632,"Census Tract 8374, Cook County, IL",8374,Cook County,IL,14000US17031837400,17031837400
2015,2015,0,Total,40205,8133,"Census Tract 5801, Cook County, IL",5801,Cook County,IL,14000US17031580100,17031580100
2015,2015,0,Total,31985,4805,"Census Tract 1901, Cook County, IL",1901,Cook County,IL,14000US17031190100,17031190100
2015,2015,0,Total,53233,17382,"Census Tract 1801, Cook County, IL",1801,Cook County,IL,14000US17031180100,17031180100
2015,2015,0,Total,51250,9210,"Census Tract 7305, Cook County, IL",7305,Cook County,IL,14000US17031730500,17031730500
2015,2015,0,Total,33589,8119,"Census Tract 5802, Cook County, IL",5802,Cook County,IL,14000US17031580200,17031580200
2015,2015,0,Total,63470,5648,"Census Tract 1711, Cook County, IL",1711,Cook County,IL,14000US17031171100,17031171100
2015,2015,0,Total,59759,8196,"Census Tract 1710, Cook County, IL",1710,Cook County,IL,14000US17031171000,17031171000
2015,2015,0,Total,36618,6630,"Census Tract 5803, Cook County, IL",5803,Cook County,IL,14000US17031580300,17031580300
2015,2015,0,Total,55694,8191,"Census Tract 8378, Cook County, IL",8378,Cook County,IL,14000US17031837800,17031837800
2015,2015,0,Total,41288,10034,"Census Tract 4108, Cook County, IL",4108,Cook County,IL,14000US17031410800,17031410800
2015,2015,0,Total,60239,7764,"Census Tract 1708, Cook County, IL",1708,Cook County,IL,14000US17031170800,17031170800
2015,2015,0,Total,32500,7082,"Census Tract 5804, Cook County, IL",5804,Cook County,IL,14000US17031580400,17031580400
2015,2015,0,Total,57232,13197,"Census Tract 1707, Cook County, IL",1707,Cook County,IL,14000US17031170700,17031170700
2015,2015,0,Total,59712,12156,"Census Tract 1706, Cook County, IL",1706,Cook County,IL,14000US17031170600,17031170600
2015,2015,0,Total,20540,8282,"Census Tract 8380, Cook County, IL",8380,Cook County,IL,14000US17031838000,17031838000
2015,2015,0,Total,40683,4641,"Census Tract 5805.01, Cook County, IL",5805.01,Cook County,IL,14000US17031580501,17031580501
2015,2015,0,Total,73500,10604,"Census Tract 1705, Cook County, IL",1705,Cook County,IL,14000US17031170500,17031170500
2015,2015,0,Total,52401,8963,"Census Tract 1704, Cook County, IL",1704,Cook County,IL,14000US17031170400,17031170400
2015,2015,0,Total,53427,6566,"Census Tract 7304, Cook County, IL",7304,Cook County,IL,14000US17031730400,17031730400
2015,2015,0,Total,37423,7496,"Census Tract 5805.02, Cook County, IL",5805.02,Cook County,IL,14000US17031580502,17031580502
2015,2015,0,Total,53125,9984,"Census Tract 1703, Cook County, IL",1703,Cook County,IL,14000US17031170300,17031170300
2015,2015,0,Total,69911,7954,"Census Tract 1702, Cook County, IL",1702,Cook County,IL,14000US17031170200,17031170200
2015,2015,0,Total,39814,2351,"Census Tract 5806, Cook County, IL",5806,Cook County,IL,14000US17031580600,17031580600
2015,2015,0,Total,19000,5656,"Census Tract 8381, Cook County, IL",8381,Cook County,IL,14000US17031838100,17031838100
2015,2015,0,Total,38359,10304,"Census Tract 1701, Cook County, IL",1701,Cook County,IL,14000US17031170100,17031170100
2015,2015,0,Total,38995,3268,"Census Tract 1613, Cook County, IL",1613,Cook County,IL,14000US17031161300,17031161300
2015,2015,0,Total,34714,6542,"Census Tract 5807, Cook County, IL",5807,Cook County,IL,14000US17031580700,17031580700
2015,2015,0,Total,56901,3885,"Census Tract 1612, Cook County, IL",1612,Cook County,IL,14000US17031161200,17031161200
