ID Year,Year,ID Race,Race,Household Income by Race,Household Income by Race Moe,Geography,CensusTractNo,County,State,ID Geography,Geoid10
2015,2015,0,Total,84509,9730,"Census Tract 1611, Cook County, IL",1611,Cook County,IL,14000US17031161100,17031161100
2015,2015,0,Total,42083,20341,"Census Tract 8382, Cook County, IL",8382,Cook County,IL,14000US17031838200,17031838200
2015,2015,0,Total,30547,13494,"Census Tract 5808, Cook County, IL",5808,Cook County,IL,14000US17031580800,17031580800
2015,2015,0,Total,52109,13267,"Census Tract 1610, Cook County, IL",1610,Cook County,IL,14000US17031161000,17031161000
2015,2015,0,Total,61375,22745,"Census Tract 1609, Cook County, IL",1609,Cook County,IL,14000US17031160900,17031160900
2015,2015,0,Total,43516,9428,"Census Tract 7303, Cook County, IL",7303,Cook County,IL,14000US17031730300,17031730300
2015,2015,0,Total,49758,4784,"Census Tract 5905, Cook County, IL",5905,Cook County,IL,14000US17031590500,17031590500
2015,2015,0,Total,56337,8509,"Census Tract 1608, Cook County, IL",1608,Cook County,IL,14000US17031160800,17031160800
2015,2015,0,Total,62535,15082,"Census Tract 1607, Cook County, IL",1607,Cook County,IL,14000US17031160700,17031160700
2015,2015,0,Total,39383,6089,"Census Tract 5906, Cook County, IL",5906,Cook County,IL,14000US17031590600,17031590600
2015,2015,0,Total,39861,11133,"Census Tract 8383, Cook County, IL",8383,Cook County,IL,14000US17031838300,17031838300
2015,2015,0,Total,53480,12894,"Census Tract 1606.02, Cook County, IL",1606.02,Cook County,IL,14000US17031160602,17031160602
2015,2015,0,Total,57228,11087,"Census Tract 1606.01, Cook County, IL",1606.01,Cook County,IL,14000US17031160601,17031160601
2015,2015,0,Total,45017,7637,"Census Tract 5907, Cook County, IL",5907,Cook County,IL,14000US17031590700,17031590700
2015,2015,0,Total,52941,8715,"Census Tract 1605.02, Cook County, IL",1605.02,Cook County,IL,14000US17031160502,17031160502
2015,2015,0,Total,47545,6532,"Census Tract 1605.01, Cook County, IL",1605.01,Cook County,IL,14000US17031160501,17031160501
2015,2015,0,Total,11615,2500,"Census Tract 8386, Cook County, IL",8386,Cook County,IL,14000US17031838600,17031838600
2015,2015,0,Total,34975,9456,"Census Tract 6004, Cook County, IL",6004,Cook County,IL,14000US17031600400,17031600400
2015,2015,0,Total,43091,6249,"Census Tract 1604, Cook County, IL",1604,Cook County,IL,14000US17031160400,17031160400
2015,2015,0,Total,45769,8991,"Census Tract 1603, Cook County, IL",1603,Cook County,IL,14000US17031160300,17031160300
2015,2015,0,Total,45862,10318,"Census Tract 7302.02, Cook County, IL",7302.02,Cook County,IL,14000US17031730202,17031730202
2015,2015,0,Total,31952,2432,"Census Tract 6006, Cook County, IL",6006,Cook County,IL,14000US17031600600,17031600600
2015,2015,0,Total,58750,29059,"Census Tract 1602, Cook County, IL",1602,Cook County,IL,14000US17031160200,17031160200
2015,2015,0,Total,53056,5306,"Census Tract 1601, Cook County, IL",1601,Cook County,IL,14000US17031160100,17031160100
2015,2015,0,Total,31023,6325,"Census Tract 6007, Cook County, IL",6007,Cook County,IL,14000US17031600700,17031600700
2015,2015,0,Total,17317,4427,"Census Tract 8387, Cook County, IL",8387,Cook County,IL,14000US17031838700,17031838700
2015,2015,0,Total,55313,12753,"Census Tract 1512, Cook County, IL",1512,Cook County,IL,14000US17031151200,17031151200
2015,2015,0,Total,49750,8246,"Census Tract 1511, Cook County, IL",1511,Cook County,IL,14000US17031151100,17031151100
2015,2015,0,Total,46389,7165,"Census Tract 6009, Cook County, IL",6009,Cook County,IL,14000US17031600900,17031600900
2015,2015,0,Total,42339,7218,"Census Tract 1510.02, Cook County, IL",1510.02,Cook County,IL,14000US17031151002,17031151002
2015,2015,0,Total,42375,10694,"Census Tract 1510.01, Cook County, IL",1510.01,Cook County,IL,14000US17031151001,17031151001
2015,2015,0,Total,18884,4565,"Census Tract 8388, Cook County, IL",8388,Cook County,IL,14000US17031838800,17031838800
2015,2015,0,Total,35304,8618,"Census Tract 6103, Cook County, IL",6103,Cook County,IL,14000US17031610300,17031610300
2015,2015,0,Total,60746,10350,"Census Tract 1508, Cook County, IL",1508,Cook County,IL,14000US17031150800,17031150800
2015,2015,0,Total,62056,9213,"Census Tract 1507, Cook County, IL",1507,Cook County,IL,14000US17031150700,17031150700
2015,2015,0,Total,32623,2933,"Census Tract 7302.01, Cook County, IL",7302.01,Cook County,IL,14000US17031730201,17031730201
2015,2015,0,Total,22140,6296,"Census Tract 6104, Cook County, IL",6104,Cook County,IL,14000US17031610400,17031610400
2015,2015,0,Total,54691,7148,"Census Tract 1506, Cook County, IL",1506,Cook County,IL,14000US17031150600,17031150600
2015,2015,0,Total,50118,6281,"Census Tract 1505.02, Cook County, IL",1505.02,Cook County,IL,14000US17031150502,17031150502
2015,2015,0,Total,51719,17235,"Census Tract 6108, Cook County, IL",6108,Cook County,IL,14000US17031610800,17031610800
2015,2015,0,Total,82026,9989,"Census Tract 8390, Cook County, IL",8390,Cook County,IL,14000US17031839000,17031839000
2015,2015,0,Total,61579,5563,"Census Tract 1505.01, Cook County, IL",1505.01,Cook County,IL,14000US17031150501,17031150501
2015,2015,0,Total,57339,8560,"Census Tract 1504.02, Cook County, IL",1504.02,Cook County,IL,14000US17031150402,17031150402
2015,2015,0,Total,19909,2657,"Census Tract 6110, Cook County, IL",6110,Cook County,IL,14000US17031611000,17031611000
2015,2015,0,Total,59107,13504,"Census Tract 1504.01, Cook County, IL",1504.01,Cook County,IL,14000US17031150401,17031150401
2015,2015,0,Total,70020,9046,"Census Tract 1503, Cook County, IL",1503,Cook County,IL,14000US17031150300,17031150300
2015,2015,0,Total,78858,12608,"Census Tract 8391, Cook County, IL",8391,Cook County,IL,14000US17031839100,17031839100
2015,2015,0,Total,22620,2135,"Census Tract 6111, Cook County, IL",6111,Cook County,IL,14000US17031611100,17031611100
2015,2015,0,Total,62308,12062,"Census Tract 1502, Cook County, IL",1502,Cook County,IL,14000US17031150200,17031150200
2015,2015,0,Total,67236,18667,"Census Tract 1408, Cook County, IL",1408,Cook County,IL,14000US17031140800,17031140800
2015,2015,0,Total,48226,14142,"Census Tract 7301, Cook County, IL",7301,Cook County,IL,14000US17031730100,17031730100
2015,2015,0,Total,28276,4567,"Census Tract 6112, Cook County, IL",6112,Cook County,IL,14000US17031611200,17031611200
2015,2015,0,Total,47898,9237,"Census Tract 1407.02, Cook County, IL",1407.02,Cook County,IL,14000US17031140702,17031140702
2015,2015,0,Total,52375,17457,"Census Tract 1407.01, Cook County, IL",1407.01,Cook County,IL,14000US17031140701,17031140701
2015,2015,0,Total,27143,3827,"Census Tract 6113, Cook County, IL",6113,Cook County,IL,14000US17031611300,17031611300
2015,2015,0,Total,31364,11466,"Census Tract 8392, Cook County, IL",8392,Cook County,IL,14000US17031839200,17031839200
2015,2015,0,Total,46053,8414,"Census Tract 1406.02, Cook County, IL",1406.02,Cook County,IL,14000US17031140602,17031140602
2015,2015,0,Total,42083,9367,"Census Tract 1406.01, Cook County, IL",1406.01,Cook County,IL,14000US17031140601,17031140601
2015,2015,0,Total,31250,2253,"Census Tract 6114, Cook County, IL",6114,Cook County,IL,14000US17031611400,17031611400
2015,2015,0,Total,54107,8335,"Census Tract 1405, Cook County, IL",1405,Cook County,IL,14000US17031140500,17031140500
2015,2015,0,Total,70179,9848,"Census Tract 1404, Cook County, IL",1404,Cook County,IL,14000US17031140400,17031140400
2015,2015,0,Total,19884,4727,"Census Tract 8395, Cook County, IL",8395,Cook County,IL,14000US17031839500,17031839500
2015,2015,0,Total,27994,5875,"Census Tract 6115, Cook County, IL",6115,Cook County,IL,14000US17031611500,17031611500
2015,2015,0,Total,51795,14838,"Census Tract 1403.02, Cook County, IL",1403.02,Cook County,IL,14000US17031140302,17031140302
2015,2015,0,Total,43286,15115,"Census Tract 1403.01, Cook County, IL",1403.01,Cook County,IL,14000US17031140301,17031140301
2015,2015,0,Total,59038,9906,"Census Tract 7207, Cook County, IL",7207,Cook County,IL,14000US17031720700,17031720700
2015,2015,0,Total,33485,4773,"Census Tract 6116, Cook County, IL",6116,Cook County,IL,14000US17031611600,17031611600
2015,2015,0,Total,42074,4479,"Census Tract 1402, Cook County, IL",1402,Cook County,IL,14000US17031140200,17031140200
2015,2015,0,Total,36770,6026,"Census Tract 1401, Cook County, IL",1401,Cook County,IL,14000US17031140100,17031140100
2015,2015,0,Total,29375,7716,"Census Tract 6117, Cook County, IL",6117,Cook County,IL,14000US17031611700,17031611700
2015,2015,0,Total,23116,3430,"Census Tract 8396, Cook County, IL",8396,Cook County,IL,14000US17031839600,17031839600
2015,2015,0,Total,56724,4965,"Census Tract 1303, Cook County, IL",1303,Cook County,IL,14000US17031130300,17031130300
2015,2015,0,Total,75553,4557,"Census Tract 1302, Cook County, IL",1302,Cook County,IL,14000US17031130200,17031130200
2015,2015,0,Total,25109,5462,"Census Tract 6118, Cook County, IL",6118,Cook County,IL,14000US17031611800,17031611800
2015,2015,0,Total,30000,5499,"Census Tract 1301, Cook County, IL",1301,Cook County,IL,14000US17031130100,17031130100
2015,2015,0,Total,79966,10064,"Census Tract 1204, Cook County, IL",1204,Cook County,IL,14000US17031120400,17031120400
2015,2015,0,Total,45670,9011,"Census Tract 8397, Cook County, IL",8397,Cook County,IL,14000US17031839700,17031839700
2015,2015,0,Total,25806,5068,"Census Tract 6119, Cook County, IL",6119,Cook County,IL,14000US17031611900,17031611900
2015,2015,0,Total,105606,11912,"Census Tract 1203, Cook County, IL",1203,Cook County,IL,14000US17031120300,17031120300
2015,2015,0,Total,105233,10789,"Census Tract 1202, Cook County, IL",1202,Cook County,IL,14000US17031120200,17031120200
2015,2015,0,Total,113920,16676,"Census Tract 7206, Cook County, IL",7206,Cook County,IL,14000US17031720600,17031720600
2015,2015,0,Total,25848,6487,"Census Tract 6120, Cook County, IL",6120,Cook County,IL,14000US17031612000,17031612000
2015,2015,0,Total,113889,23597,"Census Tract 1201, Cook County, IL",1201,Cook County,IL,14000US17031120100,17031120100
2015,2015,0,Total,46156,6963,"Census Tract 1105.02, Cook County, IL",1105.02,Cook County,IL,14000US17031110502,17031110502
2015,2015,0,Total,24141,12174,"Census Tract 6121, Cook County, IL",6121,Cook County,IL,14000US17031612100,17031612100
2015,2015,0,Total,50659,9939,"Census Tract 8398, Cook County, IL",8398,Cook County,IL,14000US17031839800,17031839800
2015,2015,0,Total,64485,10835,"Census Tract 1105.01, Cook County, IL",1105.01,Cook County,IL,14000US17031110501,17031110501
2015,2015,0,Total,68405,6434,"Census Tract 1104, Cook County, IL",1104,Cook County,IL,14000US17031110400,17031110400
2015,2015,0,Total,42321,5094,"Census Tract 6201, Cook County, IL",6201,Cook County,IL,14000US17031620100,17031620100
2015,2015,0,Total,70701,8518,"Census Tract 1103, Cook County, IL",1103,Cook County,IL,14000US17031110300,17031110300
2015,2015,0,Total,70417,21109,"Census Tract 1102, Cook County, IL",1102,Cook County,IL,14000US17031110200,17031110200
2015,2015,0,Total,62240,14259,"Census Tract 8399, Cook County, IL",8399,Cook County,IL,14000US17031839900,17031839900
2015,2015,0,Total,49848,4571,"Census Tract 6202, Cook County, IL",6202,Cook County,IL,14000US17031620200,17031620200
2015,2015,0,Total,55809,24996,"Census Tract 1101, Cook County, IL",1101,Cook County,IL,14000US17031110100,17031110100
2015,2015,0,Total,72652,6456,"Census Tract 1007, Cook County, IL",1007,Cook County,IL,14000US17031100700,17031100700
2015,2015,0,Total,100938,13382,"Census Tract 7205, Cook County, IL",7205,Cook County,IL,14000US17031720500,17031720500
2015,2015,0,Total,48340,8100,"Census Tract 6203, Cook County, IL",6203,Cook County,IL,14000US17031620300,17031620300
2015,2015,0,Total,63988,10813,"Census Tract 1006, Cook County, IL",1006,Cook County,IL,14000US17031100600,17031100600
2015,2015,0,Total,97232,10804,"Census Tract 1005, Cook County, IL",1005,Cook County,IL,14000US17031100500,17031100500
2015,2015,0,Total,42661,8339,"Census Tract 6204, Cook County, IL",6204,Cook County,IL,14000US17031620400,17031620400
2015,2015,0,Total,58824,8086,"Census Tract 8400, Cook County, IL",8400,Cook County,IL,14000US17031840000,17031840000
2015,2015,0,Total,92589,15495,"Census Tract 1004, Cook County, IL",1004,Cook County,IL,14000US17031100400,17031100400
2015,2015,0,Total,62885,10703,"Census Tract 1003, Cook County, IL",1003,Cook County,IL,14000US17031100300,17031100300
2015,2015,0,Total,28621,3892,"Census Tract 6301, Cook County, IL",6301,Cook County,IL,14000US17031630100,17031630100
2015,2015,0,Total,71923,14481,"Census Tract 1002, Cook County, IL",1002,Cook County,IL,14000US17031100200,17031100200
2015,2015,0,Total,62976,8102,"Census Tract 1001, Cook County, IL",1001,Cook County,IL,14000US17031100100,17031100100
2015,2015,0,Total,27833,12007,"Census Tract 8401, Cook County, IL",8401,Cook County,IL,14000US17031840100,17031840100
2015,2015,0,Total,27468,10217,"Census Tract 6302, Cook County, IL",6302,Cook County,IL,14000US17031630200,17031630200
2015,2015,0,Total,85114,7381,"Census Tract 903, Cook County, IL",903,Cook County,IL,14000US17031090300,17031090300
2015,2015,0,Total,86125,9415,"Census Tract 902, Cook County, IL",902,Cook County,IL,14000US17031090200,17031090200
2015,2015,0,Total,86906,9691,"Census Tract 7204, Cook County, IL",7204,Cook County,IL,14000US17031720400,17031720400
2015,2015,0,Total,45531,4065,"Census Tract 6303, Cook County, IL",6303,Cook County,IL,14000US17031630300,17031630300
2015,2015,0,Total,76389,11809,"Census Tract 901, Cook County, IL",901,Cook County,IL,14000US17031090100,17031090100
2015,2015,0,Total,134167,37706,"Census Tract 819, Cook County, IL",819,Cook County,IL,14000US17031081900,17031081900
2015,2015,0,Total,30902,2093,"Census Tract 6304, Cook County, IL",6304,Cook County,IL,14000US17031630400,17031630400
2015,2015,0,Total,47865,12458,"Census Tract 8402, Cook County, IL",8402,Cook County,IL,14000US17031840200,17031840200
2015,2015,0,Total,93934,18357,"Census Tract 818, Cook County, IL",818,Cook County,IL,14000US17031081800,17031081800
2015,2015,0,Total,91348,10894,"Census Tract 817, Cook County, IL",817,Cook County,IL,14000US17031081700,17031081700
2015,2015,0,Total,39561,5194,"Census Tract 6305, Cook County, IL",6305,Cook County,IL,14000US17031630500,17031630500
2015,2015,0,Total,92298,32208,"Census Tract 816, Cook County, IL",816,Cook County,IL,14000US17031081600,17031081600
2015,2015,0,Total,89718,26793,"Census Tract 815, Cook County, IL",815,Cook County,IL,14000US17031081500,17031081500
2015,2015,0,Total,42029,6882,"Census Tract 8403, Cook County, IL",8403,Cook County,IL,14000US17031840300,17031840300
2015,2015,0,Total,42008,5262,"Census Tract 6308, Cook County, IL",6308,Cook County,IL,14000US17031630800,17031630800
2015,2015,0,Total,87321,20076,"Census Tract 814.03, Cook County, IL",814.03,Cook County,IL,14000US17031081403,17031081403
2015,2015,0,Total,106026,44853,"Census Tract 814.02, Cook County, IL",814.02,Cook County,IL,14000US17031081402,17031081402
2015,2015,0,Total,107837,16730,"Census Tract 7203, Cook County, IL",7203,Cook County,IL,14000US17031720300,17031720300
2015,2015,0,Total,45441,7176,"Census Tract 6309, Cook County, IL",6309,Cook County,IL,14000US17031630900,17031630900
2015,2015,0,Total,75375,41289,"Census Tract 814.01, Cook County, IL",814.01,Cook County,IL,14000US17031081401,17031081401
2015,2015,0,Total,88750,25075,"Census Tract 813, Cook County, IL",813,Cook County,IL,14000US17031081300,17031081300
2015,2015,0,Total,47500,15298,"Census Tract 6401, Cook County, IL",6401,Cook County,IL,14000US17031640100,17031640100
2015,2015,0,Total,39438,15598,"Census Tract 8404, Cook County, IL",8404,Cook County,IL,14000US17031840400,17031840400
2015,2015,0,Total,101317,13356,"Census Tract 812.02, Cook County, IL",812.02,Cook County,IL,14000US17031081202,17031081202
2015,2015,0,Total,76103,19990,"Census Tract 812.01, Cook County, IL",812.01,Cook County,IL,14000US17031081201,17031081201
2015,2015,0,Total,68483,4690,"Census Tract 6403, Cook County, IL",6403,Cook County,IL,14000US17031640300,17031640300
2015,2015,0,Total,57332,15402,"Census Tract 811, Cook County, IL",811,Cook County,IL,14000US17031081100,17031081100
2015,2015,0,Total,40041,10283,"Census Tract 810, Cook County, IL",810,Cook County,IL,14000US17031081000,17031081000
2015,2015,0,Total,29070,5079,"Census Tract 8407, Cook County, IL",8407,Cook County,IL,14000US17031840700,17031840700
2015,2015,0,Total,74583,6835,"Census Tract 6404, Cook County, IL",6404,Cook County,IL,14000US17031640400,17031640400
2015,2015,0,Total,22995,12276,"Census Tract 804, Cook County, IL",804,Cook County,IL,14000US17031080400,17031080400
2015,2015,0,Total,102240,11029,"Census Tract 803, Cook County, IL",803,Cook County,IL,14000US17031080300,17031080300
2015,2015,0,Total,65758,20609,"Census Tract 7202, Cook County, IL",7202,Cook County,IL,14000US17031720200,17031720200
2015,2015,0,Total,68460,4713,"Census Tract 6405, Cook County, IL",6405,Cook County,IL,14000US17031640500,17031640500
2015,2015,0,Total,83942,18715,"Census Tract 802.02, Cook County, IL",802.02,Cook County,IL,14000US17031080202,17031080202
2015,2015,0,Total,73946,6309,"Census Tract 802.01, Cook County, IL",802.01,Cook County,IL,14000US17031080201,17031080201
2015,2015,0,Total,36274,5487,"Census Tract 6406, Cook County, IL",6406,Cook County,IL,14000US17031640600,17031640600
2015,2015,0,Total,30039,4777,"Census Tract 8408, Cook County, IL",8408,Cook County,IL,14000US17031840800,17031840800
2015,2015,0,Total,87099,11017,"Census Tract 801, Cook County, IL",801,Cook County,IL,14000US17031080100,17031080100
